"x","y","data"
5.13422818791946,0,-0.55661430395472
0.201342281879195,0.315789473684211,-6.35016130657666
14.8993288590604,0.421052631578947,1.1351014846655
6.84563758389262,0.526315789473684,-0.0543916554762336
11.0738255033557,0.631578947368421,0.7130181655821
3.8255033557047,1.15789473684211,-1.088199871041
9.16107382550335,1.26315789473684,0.418710369505101
1.61073825503356,1.47368421052632,-2.7348704650589
12.5838926174497,1.57894736842105,0.896221776246798
5.43624161073825,1.78947368421053,-0.465634961674505
