"x","y","z","theta_1","theta_2","theta_3","s"
4.05405405405405,0,0.64,-0.0550228720051025,0.103995991642131,-0.0924025579595083,-0.993212754024714
9.93243243243243,0.222222222222222,0.64,-0.032285764181127,-0.0835955870903314,0.0621793158946854,0.513984557833391
11.1486486486486,0.222222222222222,0.64,-0.0713042552459549,-0.0445455830883444,-0.0334294155647276,0.717034043489852
3.24324324324324,0.666666666666667,0.64,-0.0956977712063285,0.0534876721402135,-0.098532486287916,-1.40310454413838
8.51351351351351,0.666666666666667,0.64,0.0954428167412868,-0.0605302469719928,0.09918609654355,0.318713070848047
0.202702702702703,0.888888888888889,0.64,-0.0487880118761711,0.000499467326803185,0.0120780687421389,-6.02723130162489
6.68918918918919,0.888888888888889,0.64,-0.0769352332509538,-0.0370706801443351,0.0976726380226723,-0.200295867947458
13.9864864864865,0.888888888888889,0.64,0.0606713750514495,-0.00734348524620339,-0.0238506597083849,1.13222171070287
5.06756756756757,1.33333333333333,0.64,-0.00327037515389,0.0221214013656651,0.0429965892292332,-0.584694318081619
11.5540540540541,1.33333333333333,0.64,-0.00741440079780313,0.0119957495701391,0.0382334803398486,0.771821358552903
7.5,1.77777777777778,0.64,0.0550382832933836,-0.0669913055947946,-0.0825787312573445,0.214867843208321
14.3918918918919,2,0.64,0.0637522142121838,-0.101844093646797,-0.0766209591791905,1.20979122425702
1.82432432432432,0.222222222222222,0.42,-0.100785358556092,-0.0713359494905615,-0.0539861057840017,-2.58126065467729
5.06756756756757,0.222222222222222,0.42,-0.0892613393015263,0.0361461670319785,0.0728100098979408,-0.685153597903936
15,1.11111111111111,0.42,0.0905624339739691,0.0771193387907592,-0.00755829166136897,1.23605264660623
2.02702702702703,1.33333333333333,0.42,0.077904028395648,0.0903618576552024,-0.0644852975430052,-2.15275260650447
4.05405405405405,1.55555555555556,0.42,0.0213200923381603,0.0436617264532619,-0.0842786500038368,-0.878172963797032
13.3783783783784,1.77777777777778,0.42,-0.063960651723983,0.0569460759701777,-0.00215879112517019,0.97348337632747
5.87837837837838,2,0.42,0.00954308645376022,-0.028361790777619,0.0252260452570966,-0.312610591011266
9.52702702702703,2,0.42,0.0746955528950522,-0.0523393088441158,0.0189271246131595,0.536757449641109
10.7432432432432,2,0.42,-0.0269870777989718,0.0686188897267823,0.00518604250521056,0.679801673877808
0.810810810810811,0,0.2,-0.0386972045955688,-0.00642907140960593,0.0305296245636975,-4.38949392238164
6.08108108108108,0,0.2,0.0204806454222589,0.0168858846370116,0.0784295922976181,-0.269355620051244
13.3783783783784,0,0.2,0.101735136185735,0.0738072575267956,0.0517796810934967,1.04660074610335
14.5945945945946,0,0.2,0.0392760732624652,0.0922955400003361,0.0881185960891609,1.10086728386643
7.5,0.222222222222222,0.2,-0.0176091740394611,-0.0211230771044147,-0.0574354021101988,0.144433351889435
8.51351351351351,1.77777777777778,0.2,0.0420773647987095,-0.0961954110379964,-0.0201039008850975,0.374712073668317
1.01351351351351,2,0.2,-0.0616082098210725,-0.0179457437280168,0.0674239482400939,-3.94001226180956
3.04054054054054,2,0.2,0.0318759855105665,0.0318978816115818,-0.0443020693140592,-1.45289853501341
12.3648648648649,2,0.2,0.00257301801446649,-0.0841082217801327,-0.0405141849601264,0.936124717875018
